CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID
245,105666262201300245,201300245,2013-11-15,2013-11-15 05:00:00,2013-11-15 06:00:00,2013-11-15 05:00:00,14.29911,76.48383,Theft reported at UNIT-KA-CHITRADURGA-02,500038,100038,2,1,3,4,1,700013
246,105667249201300246,201300246,2013-08-22,2013-08-22 18:00:00,2013-08-22 19:00:00,2013-08-22 18:00:00,14.44322,76.42683,Assault Women Modesty reported at UNIT-KA-CHITRADURGA-03,500039,100039,2,1,5,9,5,700013
247,405661576201300247,201300247,2013-03-27,2013-03-27 15:00:00,2013-03-27 16:00:00,2013-03-27 15:00:00,14.05895,76.41147,Other reported at UNIT-KA-CHITRADURGA-01,500037,100037,1,1,1,1,1,700013
248,305667249201300248,201300248,2013-02-04,2013-02-04 09:00:00,2013-02-04 10:00:00,2013-02-04 09:00:00,14.26692,76.83763,Other reported at UNIT-KA-CHITRADURGA-03,500039,100039,3,1,1,1,1,700013
249,105661576201300249,201300249,2013-10-10,2013-10-10 18:00:00,2013-10-10 19:00:00,2013-10-10 18:00:00,14.05611,76.71722,Murder reported at UNIT-KA-CHITRADURGA-01,500037,100037,2,2,2,13,5,700013
250,105667249201300250,201300250,2013-10-12,2013-10-12 23:00:00,2013-10-12 23:00:00,2013-10-12 23:00:00,14.61337,76.21388,Grievous Hurt reported at UNIT-KA-CHITRADURGA-03,500039,100039,2,1,2,3,2,700013
251,105666262201300251,201300251,2013-12-02,2013-12-02 01:00:00,2013-12-02 02:00:00,2013-12-02 01:00:00,14.39584,76.52605,Grievous Hurt reported at UNIT-KA-CHITRADURGA-02,500038,100038,2,1,2,3,4,700013
252,105661576201300252,201300252,2013-10-16,2013-10-16 04:00:00,2013-10-16 05:00:00,2013-10-16 04:00:00,14.46852,76.62863,Other reported at UNIT-KA-CHITRADURGA-01,500037,100037,2,1,1,1,1,700013
253,405667249201300253,201300253,2013-11-20,2013-11-20 08:00:00,2013-11-20 09:00:00,2013-11-20 08:00:00,14.48149,76.45379,Grievous Hurt reported at UNIT-KA-CHITRADURGA-03,500039,100039,1,1,2,3,2,700013
254,105667249201300254,201300254,2013-10-01,2013-10-01 22:00:00,2013-10-01 23:00:00,2013-10-01 22:00:00,14.26536,76.59508,Grievous Hurt reported at UNIT-KA-CHITRADURGA-03,500039,100039,2,1,2,3,3,700013
255,105661576201300255,201300255,2013-11-10,2013-11-10 00:00:00,2013-11-10 01:00:00,2013-11-10 00:00:00,14.40057,76.72218,Grievous Hurt reported at UNIT-KA-CHITRADURGA-01,500037,100037,2,1,2,3,2,700013
256,105666262201300256,201300256,2013-12-20,2013-12-20 19:00:00,2013-12-20 20:00:00,2013-12-20 19:00:00,14.03264,76.49632,Grievous Hurt reported at UNIT-KA-CHITRADURGA-02,500038,100038,2,1,2,3,4,700013
257,105667249201300257,201300257,2013-09-23,2013-09-23 18:00:00,2013-09-23 19:00:00,2013-09-23 18:00:00,14.32009,76.48493,Grievous Hurt reported at UNIT-KA-CHITRADURGA-03,500039,100039,2,1,2,3,1,700013
258,105666262201300258,201300258,2013-09-27,2013-09-27 15:00:00,2013-09-27 16:00:00,2013-09-27 15:00:00,14.48772,76.7467,Burglary reported at UNIT-KA-CHITRADURGA-02,500038,100038,2,1,3,5,5,700013
259,805661576201300259,201300259,2013-05-04,2013-05-04 07:00:00,2013-05-04 08:00:00,2013-05-04 07:00:00,14.24604,76.39418,Cheating reported at UNIT-KA-CHITRADURGA-01,500037,100037,4,1,6,8,4,700013
260,105661576201300260,201300260,2013-09-21,2013-09-21 20:00:00,2013-09-21 21:00:00,2013-09-21 20:00:00,14.19911,76.7518,Grievous Hurt reported at UNIT-KA-CHITRADURGA-01,500037,100037,2,1,2,3,5,700013
261,405672228201300261,201300261,2013-12-16,2013-12-16 18:00:00,2013-12-16 19:00:00,2013-12-16 18:00:00,14.50754,75.91445,Other reported at UNIT-KA-DAVANAGERE-02,500041,100041,1,1,1,1,2,700014
262,105671314201300262,201300262,2013-08-11,2013-08-11 13:00:00,2013-08-11 14:00:00,2013-08-11 13:00:00,14.28387,75.85026,Other reported at UNIT-KA-DAVANAGERE-03,500042,100042,2,1,1,1,1,700014
263,105673497201300263,201300263,2013-08-24,2013-08-24 19:00:00,2013-08-24 20:00:00,2013-08-24 19:00:00,14.72495,75.95249,Grievous Hurt reported at UNIT-KA-DAVANAGERE-01,500040,100040,2,1,2,3,1,700014
264,105671314201300264,201300264,2013-02-01,2013-02-01 19:00:00,2013-02-01 20:00:00,2013-02-01 19:00:00,14.13766,76.15702,Assault Women Modesty reported at UNIT-KA-DAVANAGERE-03,500042,100042,2,1,5,9,2,700014
265,105672228201300265,201300265,2013-11-27,2013-11-27 11:00:00,2013-11-27 12:00:00,2013-11-27 11:00:00,14.38267,75.90357,Kidnap Abduct reported at UNIT-KA-DAVANAGERE-02,500041,100041,2,2,2,2,5,700014
266,105671314201300266,201300266,2013-06-17,2013-06-17 20:00:00,2013-06-17 21:00:00,2013-06-17 20:00:00,14.43333,75.93598,Other reported at UNIT-KA-DAVANAGERE-03,500042,100042,2,1,1,1,1,700014
267,105672228201300267,201300267,2013-02-17,2013-02-17 16:00:00,2013-02-17 17:00:00,2013-02-17 16:00:00,14.51435,76.17705,Other reported at UNIT-KA-DAVANAGERE-02,500041,100041,2,1,1,1,5,700014
268,105673497201300268,201300268,2013-06-25,2013-06-25 16:00:00,2013-06-25 17:00:00,2013-06-25 16:00:00,14.29127,75.97974,Grievous Hurt reported at UNIT-KA-DAVANAGERE-01,500040,100040,2,1,2,3,4,700014
269,105673497201300269,201300269,2013-10-17,2013-10-17 20:00:00,2013-10-17 21:00:00,2013-10-17 20:00:00,14.44904,75.82004,Grievous Hurt reported at UNIT-KA-DAVANAGERE-01,500040,100040,2,1,2,3,5,700014
270,305673497201300270,201300270,2013-08-25,2013-08-25 04:00:00,2013-08-25 05:00:00,2013-08-25 04:00:00,14.34048,76.0102,Grievous Hurt reported at UNIT-KA-DAVANAGERE-01,500040,100040,3,1,2,3,1,700014
271,105671314201300271,201300271,2013-03-22,2013-03-22 21:00:00,2013-03-22 22:00:00,2013-03-22 21:00:00,14.39498,76.02198,Theft reported at UNIT-KA-DAVANAGERE-03,500042,100042,2,1,3,4,4,700014
272,105671314201300272,201300272,2013-12-04,2013-12-04 00:00:00,2013-12-04 01:00:00,2013-12-04 00:00:00,14.75655,75.80091,Other reported at UNIT-KA-DAVANAGERE-03,500042,100042,2,1,1,1,4,700014
273,105671314201300273,201300273,2013-06-16,2013-06-16 01:00:00,2013-06-16 02:00:00,2013-06-16 01:00:00,14.53418,76.05277,Grievous Hurt reported at UNIT-KA-DAVANAGERE-03,500042,100042,2,1,2,3,2,700014
274,105671314201300274,201300274,2013-02-24,2013-02-24 17:00:00,2013-02-24 18:00:00,2013-02-24 17:00:00,14.83045,75.76611,Theft reported at UNIT-KA-DAVANAGERE-03,500042,100042,2,1,3,4,1,700014
275,105672228201300275,201300275,2013-09-09,2013-09-09 23:00:00,2013-09-09 23:00:00,2013-09-09 23:00:00,14.54245,76.10672,Grievous Hurt reported at UNIT-KA-DAVANAGERE-02,500041,100041,2,1,2,3,1,700014
276,105673497201300276,201300276,2013-11-25,2013-11-25 19:00:00,2013-11-25 20:00:00,2013-11-25 19:00:00,14.25174,75.94262,Theft reported at UNIT-KA-DAVANAGERE-01,500040,100040,2,1,3,4,2,700014
277,105672228201300277,201300277,2013-01-02,2013-01-02 14:00:00,2013-01-02 15:00:00,2013-01-02 14:00:00,14.5407,76.17639,Theft reported at UNIT-KA-DAVANAGERE-02,500041,100041,2,1,3,4,5,700014
278,105672228201300278,201300278,2013-10-13,2013-10-13 11:00:00,2013-10-13 12:00:00,2013-10-13 11:00:00,14.32581,75.86586,Other reported at UNIT-KA-DAVANAGERE-02,500041,100041,2,1,1,1,3,700014
279,105673497201300279,201300279,2013-05-19,2013-05-19 10:00:00,2013-05-19 11:00:00,2013-05-19 10:00:00,14.64679,76.09014,Grievous Hurt reported at UNIT-KA-DAVANAGERE-01,500040,100040,2,1,2,3,4,700014
280,105672228201300280,201300280,2013-11-11,2013-11-11 15:00:00,2013-11-11 16:00:00,2013-11-11 15:00:00,14.50408,76.08281,Theft reported at UNIT-KA-DAVANAGERE-02,500041,100041,2,1,3,4,3,700014
281,105682900201300281,201300281,2013-04-26,2013-04-26 09:00:00,2013-04-26 10:00:00,2013-04-26 09:00:00,14.13255,75.04008,Arson reported at UNIT-KA-SHIVAMOGGA-01,500043,100043,2,1,3,14,2,700015
282,105685666201300282,201300282,2013-02-14,2013-02-14 11:00:00,2013-02-14 12:00:00,2013-02-14 11:00:00,14.23949,75.05393,Other reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,2,1,1,1,4,700015
283,105685666201300283,201300283,2013-12-24,2013-12-24 19:00:00,2013-12-24 20:00:00,2013-12-24 19:00:00,14.06399,75.36529,Other reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,2,1,1,1,1,700015
284,305682900201300284,201300284,2013-12-12,2013-12-12 13:00:00,2013-12-12 14:00:00,2013-12-12 13:00:00,14.06351,75.16842,Grievous Hurt reported at UNIT-KA-SHIVAMOGGA-01,500043,100043,3,1,2,3,3,700015
285,405685666201300285,201300285,2013-04-28,2013-04-28 07:00:00,2013-04-28 08:00:00,2013-04-28 07:00:00,14.03038,75.2053,Other reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,1,1,1,1,3,700015
286,405682900201300286,201300286,2013-12-09,2013-12-09 20:00:00,2013-12-09 21:00:00,2013-12-09 20:00:00,13.9003,75.19225,Other reported at UNIT-KA-SHIVAMOGGA-01,500043,100043,1,1,1,1,2,700015
287,105685666201300287,201300287,2013-10-22,2013-10-22 19:00:00,2013-10-22 20:00:00,2013-10-22 19:00:00,13.72889,75.40056,Riots reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,2,1,4,6,2,700015
288,405685666201300288,201300288,2013-01-18,2013-01-18 10:00:00,2013-01-18 11:00:00,2013-01-18 10:00:00,13.9139,75.01891,Grievous Hurt reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,1,1,2,3,4,700015
289,305684674201300289,201300289,2013-08-04,2013-08-04 20:00:00,2013-08-04 21:00:00,2013-08-04 20:00:00,14.0664,75.30462,Cruelty Husband reported at UNIT-KA-SHIVAMOGGA-02,500044,100044,3,1,5,7,3,700015
290,105685666201300290,201300290,2013-02-01,2013-02-01 18:00:00,2013-02-01 19:00:00,2013-02-01 18:00:00,13.73128,75.26114,Other reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,2,1,1,1,3,700015
291,305685666201300291,201300291,2013-01-01,2013-01-01 19:00:00,2013-01-01 20:00:00,2013-01-01 19:00:00,14.04408,75.42059,Other reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,3,1,1,1,1,700015
292,105684674201300292,201300292,2013-07-05,2013-07-05 18:00:00,2013-07-05 19:00:00,2013-07-05 18:00:00,14.04013,75.3366,Other reported at UNIT-KA-SHIVAMOGGA-02,500044,100044,2,1,1,1,3,700015
293,405685666201300293,201300293,2013-01-07,2013-01-07 20:00:00,2013-01-07 21:00:00,2013-01-07 20:00:00,14.11797,75.29114,Cruelty Husband reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,1,1,5,7,1,700015
294,105685666201300294,201300294,2013-02-12,2013-02-12 21:00:00,2013-02-12 22:00:00,2013-02-12 21:00:00,14.3172,75.37684,Assault Women Modesty reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,2,1,5,9,1,700015
295,105685666201300295,201300295,2013-06-19,2013-06-19 07:00:00,2013-06-19 08:00:00,2013-06-19 07:00:00,14.11757,75.16555,Grievous Hurt reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,2,1,2,3,1,700015
296,105682900201300296,201300296,2013-11-10,2013-11-10 21:00:00,2013-11-10 22:00:00,2013-11-10 21:00:00,14.02519,75.24665,Other reported at UNIT-KA-SHIVAMOGGA-01,500043,100043,2,1,1,1,1,700015
297,305685666201300297,201300297,2013-05-16,2013-05-16 08:00:00,2013-05-16 09:00:00,2013-05-16 08:00:00,14.13159,74.95043,Grievous Hurt reported at UNIT-KA-SHIVAMOGGA-03,500045,100045,3,1,2,3,3,700015
298,105684674201300298,201300298,2013-02-02,2013-02-02 17:00:00,2013-02-02 18:00:00,2013-02-02 17:00:00,13.62007,75.16212,Other reported at UNIT-KA-SHIVAMOGGA-02,500044,100044,2,1,1,1,5,700015
299,105682900201300299,201300299,2013-05-27,2013-05-27 18:00:00,2013-05-27 19:00:00,2013-05-27 18:00:00,14.05062,75.36722,Other reported at UNIT-KA-SHIVAMOGGA-01,500043,100043,2,1,1,1,2,700015
300,105684674201300300,201300300,2013-05-11,2013-05-11 21:00:00,2013-05-11 22:00:00,2013-05-11 21:00:00,13.89871,75.10635,Other reported at UNIT-KA-SHIVAMOGGA-02,500044,100044,2,1,1,1,5,700015
301,305699778201300301,201300301,2013-12-19,2013-12-19 20:00:00,2013-12-19 21:00:00,2013-12-19 20:00:00,13.3283,74.80349,Other reported at UNIT-KA-UDUPI-02,500047,100047,3,1,1,1,1,700016
302,105699778201300302,201300302,2013-07-16,2013-07-16 21:00:00,2013-07-16 22:00:00,2013-07-16 21:00:00,13.66169,75.06848,Other reported at UNIT-KA-UDUPI-02,500047,100047,2,1,1,1,5,700016
303,105699262201300303,201300303,2013-12-23,2013-12-23 21:00:00,2013-12-23 22:00:00,2013-12-23 21:00:00,13.36764,75.02433,Other reported at UNIT-KA-UDUPI-01,500046,100046,2,1,1,1,3,700016
304,105699262201300304,201300304,2013-01-01,2013-01-01 09:00:00,2013-01-01 10:00:00,2013-01-01 09:00:00,13.41737,75.01515,Other reported at UNIT-KA-UDUPI-01,500046,100046,2,1,1,1,5,700016
305,105699262201300305,201300305,2013-09-09,2013-09-09 19:00:00,2013-09-09 20:00:00,2013-09-09 19:00:00,13.74526,74.72859,Grievous Hurt reported at UNIT-KA-UDUPI-01,500046,100046,2,1,2,3,4,700016
306,305691432201300306,201300306,2013-09-16,2013-09-16 14:00:00,2013-09-16 15:00:00,2013-09-16 14:00:00,13.48792,74.84598,Grievous Hurt reported at UNIT-KA-UDUPI-03,500048,100048,3,1,2,3,5,700016
307,105699778201300307,201300307,2013-11-08,2013-11-08 13:00:00,2013-11-08 14:00:00,2013-11-08 13:00:00,13.65112,75.13692,Burglary reported at UNIT-KA-UDUPI-02,500047,100047,2,1,3,5,2,700016
308,105699262201300308,201300308,2013-11-05,2013-11-05 18:00:00,2013-11-05 19:00:00,2013-11-05 18:00:00,13.54111,74.88696,Other reported at UNIT-KA-UDUPI-01,500046,100046,2,1,1,1,2,700016
309,405691432201300309,201300309,2013-11-15,2013-11-15 19:00:00,2013-11-15 20:00:00,2013-11-15 19:00:00,13.3875,74.60219,Other reported at UNIT-KA-UDUPI-03,500048,100048,1,1,1,1,4,700016
310,105699262201300310,201300310,2013-09-19,2013-09-19 21:00:00,2013-09-19 22:00:00,2013-09-19 21:00:00,13.47943,75.22058,Other reported at UNIT-KA-UDUPI-01,500046,100046,2,1,1,1,1,700016
311,105691432201300311,201300311,2013-10-23,2013-10-23 23:00:00,2013-10-23 23:00:00,2013-10-23 23:00:00,13.67309,74.78011,Grievous Hurt reported at UNIT-KA-UDUPI-03,500048,100048,2,1,2,3,2,700016
312,105699262201300312,201300312,2013-07-03,2013-07-03 19:00:00,2013-07-03 20:00:00,2013-07-03 19:00:00,13.63674,75.01089,Other reported at UNIT-KA-UDUPI-01,500046,100046,2,1,1,1,1,700016
313,105691432201300313,201300313,2013-12-15,2013-12-15 07:00:00,2013-12-15 08:00:00,2013-12-15 07:00:00,13.66766,75.10018,Cruelty Husband reported at UNIT-KA-UDUPI-03,500048,100048,2,1,5,7,4,700016
314,105699778201300314,201300314,2013-08-01,2013-08-01 11:00:00,2013-08-01 12:00:00,2013-08-01 11:00:00,13.51861,74.83306,Theft reported at UNIT-KA-UDUPI-02,500047,100047,2,1,3,4,2,700016
315,405699778201300315,201300315,2013-12-27,2013-12-27 15:00:00,2013-12-27 16:00:00,2013-12-27 15:00:00,13.28247,74.75161,Other reported at UNIT-KA-UDUPI-02,500047,100047,1,1,1,1,2,700016
316,105699262201300316,201300316,2013-12-10,2013-12-10 17:00:00,2013-12-10 18:00:00,2013-12-10 17:00:00,13.41965,74.88793,Burglary reported at UNIT-KA-UDUPI-01,500046,100046,2,1,3,5,2,700016
317,305691432201300317,201300317,2013-09-20,2013-09-20 14:00:00,2013-09-20 15:00:00,2013-09-20 14:00:00,13.40457,75.11149,Arson reported at UNIT-KA-UDUPI-03,500048,100048,3,1,3,14,2,700016
318,105699778201300318,201300318,2013-01-20,2013-01-20 18:00:00,2013-01-20 19:00:00,2013-01-20 18:00:00,13.59418,74.89422,Other reported at UNIT-KA-UDUPI-02,500047,100047,2,1,1,1,5,700016
319,105699778201300319,201300319,2013-01-14,2013-01-14 03:00:00,2013-01-14 04:00:00,2013-01-14 03:00:00,13.25927,74.65518,Burglary reported at UNIT-KA-UDUPI-02,500047,100047,2,1,3,5,1,700016
320,105699262201300320,201300320,2013-03-26,2013-03-26 13:00:00,2013-03-26 14:00:00,2013-03-26 13:00:00,13.50794,75.31366,Other reported at UNIT-KA-UDUPI-01,500046,100046,2,1,1,1,3,700016
321,405709609201300321,201300321,2013-12-01,2013-12-01 13:00:00,2013-12-01 14:00:00,2013-12-01 13:00:00,13.57042,75.78806,Other reported at UNIT-KA-CHIKKAMAGALURU-02,500050,100050,1,1,1,1,1,700017
322,805709609201300322,201300322,2013-08-23,2013-08-23 01:00:00,2013-08-23 02:00:00,2013-08-23 01:00:00,13.43214,75.57376,Cheating reported at UNIT-KA-CHIKKAMAGALURU-02,500050,100050,4,1,6,8,1,700017
323,105708824201300323,201300323,2013-05-19,2013-05-19 03:00:00,2013-05-19 04:00:00,2013-05-19 03:00:00,13.66453,75.41912,Riots reported at UNIT-KA-CHIKKAMAGALURU-03,500051,100051,2,1,4,6,5,700017
324,105708824201300324,201300324,2013-08-12,2013-08-12 16:00:00,2013-08-12 17:00:00,2013-08-12 16:00:00,13.41399,75.67421,Other reported at UNIT-KA-CHIKKAMAGALURU-03,500051,100051,2,1,1,1,5,700017
325,805709609201300325,201300325,2013-04-07,2013-04-07 22:00:00,2013-04-07 23:00:00,2013-04-07 22:00:00,13.53207,75.79797,Other reported at UNIT-KA-CHIKKAMAGALURU-02,500050,100050,4,1,1,1,2,700017
326,405708824201300326,201300326,2013-02-25,2013-02-25 20:00:00,2013-02-25 21:00:00,2013-02-25 20:00:00,13.32231,75.57836,Other reported at UNIT-KA-CHIKKAMAGALURU-03,500051,100051,1,1,1,1,1,700017
327,105709609201300327,201300327,2013-10-25,2013-10-25 13:00:00,2013-10-25 14:00:00,2013-10-25 13:00:00,13.19008,75.84892,Robbery reported at UNIT-KA-CHIKKAMAGALURU-02,500050,100050,2,1,2,15,4,700017
328,305708824201300328,201300328,2013-04-19,2013-04-19 19:00:00,2013-04-19 20:00:00,2013-04-19 19:00:00,13.5955,75.81512,Murder reported at UNIT-KA-CHIKKAMAGALURU-03,500051,100051,3,2,2,13,2,700017
329,105709609201300329,201300329,2013-09-19,2013-09-19 23:00:00,2013-09-19 23:00:00,2013-09-19 23:00:00,13.4124,75.60457,Grievous Hurt reported at UNIT-KA-CHIKKAMAGALURU-02,500050,100050,2,1,2,3,1,700017
330,105709609201300330,201300330,2013-02-15,2013-02-15 12:00:00,2013-02-15 13:00:00,2013-02-15 12:00:00,13.71172,75.43251,Other reported at UNIT-KA-CHIKKAMAGALURU-02,500050,100050,2,1,1,1,2,700017
331,105703209201300331,201300331,2013-06-02,2013-06-02 17:00:00,2013-06-02 18:00:00,2013-06-02 17:00:00,13.56675,75.66289,Theft reported at UNIT-KA-CHIKKAMAGALURU-01,500049,100049,2,1,3,4,1,700017
332,105703209201300332,201300332,2013-04-10,2013-04-10 12:00:00,2013-04-10 13:00:00,2013-04-10 12:00:00,13.31348,75.72114,Other reported at UNIT-KA-CHIKKAMAGALURU-01,500049,100049,2,1,1,1,2,700017
333,405708824201300333,201300333,2013-09-10,2013-09-10 17:00:00,2013-09-10 18:00:00,2013-09-10 17:00:00,13.49651,75.54118,Other reported at UNIT-KA-CHIKKAMAGALURU-03,500051,100051,1,1,1,1,1,700017
334,105708824201300334,201300334,2013-06-23,2013-06-23 15:00:00,2013-06-23 16:00:00,2013-06-23 15:00:00,13.28841,75.85483,Other reported at UNIT-KA-CHIKKAMAGALURU-03,500051,100051,2,1,1,1,5,700017
335,105703209201300335,201300335,2013-06-09,2013-06-09 22:00:00,2013-06-09 23:00:00,2013-06-09 22:00:00,13.37977,75.65253,Grievous Hurt reported at UNIT-KA-CHIKKAMAGALURU-01,500049,100049,2,1,2,3,1,700017
336,105709609201300336,201300336,2013-06-03,2013-06-03 18:00:00,2013-06-03 19:00:00,2013-06-03 18:00:00,13.40927,75.8609,Attempt Murder reported at UNIT-KA-CHIKKAMAGALURU-02,500050,100050,2,2,2,12,2,700017
337,105709609201300337,201300337,2013-10-05,2013-10-05 09:00:00,2013-10-05 10:00:00,2013-10-05 09:00:00,13.72873,75.67669,Other reported at UNIT-KA-CHIKKAMAGALURU-02,500050,100050,2,1,1,1,5,700017
338,105709609201300338,201300338,2013-08-11,2013-08-11 19:00:00,2013-08-11 20:00:00,2013-08-11 19:00:00,13.49751,75.54549,Other reported at UNIT-KA-CHIKKAMAGALURU-02,500050,100050,2,1,1,1,1,700017
339,305708824201300339,201300339,2013-06-19,2013-06-19 16:00:00,2013-06-19 17:00:00,2013-06-19 16:00:00,13.73911,75.72021,Grievous Hurt reported at UNIT-KA-CHIKKAMAGALURU-03,500051,100051,3,1,2,3,3,700017
340,105708824201300340,201300340,2013-01-06,2013-01-06 17:00:00,2013-01-06 18:00:00,2013-01-06 17:00:00,13.57236,76.01366,Other reported at UNIT-KA-CHIKKAMAGALURU-03,500051,100051,2,1,1,1,2,700017
341,405820158201300341,201300341,2013-11-18,2013-11-18 11:00:00,2013-11-18 12:00:00,2013-11-18 11:00:00,13.45399,78.16875,Rape reported at UNIT-KA-CHIKKABALLAPURA-01,500052,100052,1,2,5,11,5,700018
342,105828354201300342,201300342,2013-01-15,2013-01-15 09:00:00,2013-01-15 10:00:00,2013-01-15 09:00:00,13.77186,77.86281,Grievous Hurt reported at UNIT-KA-CHIKKABALLAPURA-02,500053,100053,2,1,2,3,5,700018
343,105820158201300343,201300343,2013-04-23,2013-04-23 16:00:00,2013-04-23 17:00:00,2013-04-23 16:00:00,13.63037,77.79748,Grievous Hurt reported at UNIT-KA-CHIKKABALLAPURA-01,500052,100052,2,1,2,3,4,700018
344,105823096201300344,201300344,2013-11-18,2013-11-18 01:00:00,2013-11-18 02:00:00,2013-11-18 01:00:00,13.59886,78.06625,Grievous Hurt reported at UNIT-KA-CHIKKABALLAPURA-03,500054,100054,2,1,2,3,4,700018
345,405828354201300345,201300345,2013-04-03,2013-04-03 21:00:00,2013-04-03 22:00:00,2013-04-03 21:00:00,13.58461,77.82848,Other reported at UNIT-KA-CHIKKABALLAPURA-02,500053,100053,1,1,1,1,1,700018
346,105823096201300346,201300346,2013-07-04,2013-07-04 13:00:00,2013-07-04 14:00:00,2013-07-04 13:00:00,13.55506,77.89989,Theft reported at UNIT-KA-CHIKKABALLAPURA-03,500054,100054,2,1,3,4,1,700018
347,805823096201300347,201300347,2013-10-06,2013-10-06 16:00:00,2013-10-06 17:00:00,2013-10-06 16:00:00,13.54584,77.89603,Grievous Hurt reported at UNIT-KA-CHIKKABALLAPURA-03,500054,100054,4,1,2,3,1,700018
348,105820158201300348,201300348,2013-10-15,2013-10-15 17:00:00,2013-10-15 18:00:00,2013-10-15 17:00:00,13.37754,77.97884,Other reported at UNIT-KA-CHIKKABALLAPURA-01,500052,100052,2,1,1,1,1,700018
349,105828354201300349,201300349,2013-03-13,2013-03-13 11:00:00,2013-03-13 12:00:00,2013-03-13 11:00:00,13.55928,77.86732,Burglary reported at UNIT-KA-CHIKKABALLAPURA-02,500053,100053,2,1,3,5,3,700018
350,105820158201300350,201300350,2013-11-08,2013-11-08 21:00:00,2013-11-08 22:00:00,2013-11-08 21:00:00,13.62518,77.59044,Grievous Hurt reported at UNIT-KA-CHIKKABALLAPURA-01,500052,100052,2,1,2,3,1,700018
351,105820158201300351,201300351,2013-09-27,2013-09-27 09:00:00,2013-09-27 10:00:00,2013-09-27 09:00:00,13.57705,77.7208,Theft reported at UNIT-KA-CHIKKABALLAPURA-01,500052,100052,2,1,3,4,2,700018
352,405828354201300352,201300352,2013-06-13,2013-06-13 05:00:00,2013-06-13 06:00:00,2013-06-13 05:00:00,13.41693,77.95007,Riots reported at UNIT-KA-CHIKKABALLAPURA-02,500053,100053,1,1,4,6,2,700018
353,105828354201300353,201300353,2013-08-07,2013-08-07 08:00:00,2013-08-07 09:00:00,2013-08-07 08:00:00,13.60518,77.91036,Cruelty Husband reported at UNIT-KA-CHIKKABALLAPURA-02,500053,100053,2,1,5,7,1,700018
354,805823096201300354,201300354,2013-12-16,2013-12-16 12:00:00,2013-12-16 13:00:00,2013-12-16 12:00:00,13.4453,77.70965,Other reported at UNIT-KA-CHIKKABALLAPURA-03,500054,100054,4,1,1,1,1,700018
355,105823096201300355,201300355,2013-01-04,2013-01-04 20:00:00,2013-01-04 21:00:00,2013-01-04 20:00:00,13.57694,77.59656,Riots reported at UNIT-KA-CHIKKABALLAPURA-03,500054,100054,2,1,4,6,4,700018
356,105828354201300356,201300356,2013-12-28,2013-12-28 19:00:00,2013-12-28 20:00:00,2013-12-28 19:00:00,13.73967,77.9452,Other reported at UNIT-KA-CHIKKABALLAPURA-02,500053,100053,2,1,1,1,5,700018
357,305828354201300357,201300357,2013-11-10,2013-11-10 16:00:00,2013-11-10 17:00:00,2013-11-10 16:00:00,13.5363,77.72733,Burglary reported at UNIT-KA-CHIKKABALLAPURA-02,500053,100053,3,1,3,5,2,700018
358,105828354201300358,201300358,2013-10-04,2013-10-04 14:00:00,2013-10-04 15:00:00,2013-10-04 14:00:00,13.612,77.75367,Other reported at UNIT-KA-CHIKKABALLAPURA-02,500053,100053,2,1,1,1,1,700018
359,305828354201300359,201300359,2013-05-16,2013-05-16 17:00:00,2013-05-16 18:00:00,2013-05-16 17:00:00,13.40369,77.84893,Riots reported at UNIT-KA-CHIKKABALLAPURA-02,500053,100053,3,1,4,6,2,700018
360,305820158201300360,201300360,2013-10-22,2013-10-22 13:00:00,2013-10-22 14:00:00,2013-10-22 13:00:00,13.44828,77.67194,Other reported at UNIT-KA-CHIKKABALLAPURA-01,500052,100052,3,1,1,1,2,700018
361,305740637201300361,201300361,2013-09-28,2013-09-28 18:00:00,2013-09-28 19:00:00,2013-09-28 18:00:00,12.8435,76.16579,Other reported at UNIT-KA-HASSAN-02,500056,100056,3,1,1,1,1,700019
362,405740637201300362,201300362,2013-06-26,2013-06-26 12:00:00,2013-06-26 13:00:00,2013-06-26 12:00:00,12.82841,75.86296,Other reported at UNIT-KA-HASSAN-02,500056,100056,1,1,1,1,2,700019
363,405747711201300363,201300363,2013-05-17,2013-05-17 17:00:00,2013-05-17 18:00:00,2013-05-17 17:00:00,13.03311,76.1158,Other reported at UNIT-KA-HASSAN-01,500055,100055,1,1,1,1,3,700019
364,305747711201300364,201300364,2013-12-13,2013-12-13 20:00:00,2013-12-13 21:00:00,2013-12-13 20:00:00,12.86187,76.40085,Cheating reported at UNIT-KA-HASSAN-01,500055,100055,3,1,6,8,4,700019
