CaseMasterID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude
546,2013-08-07 10:00:00,2013-08-07 11:00:00,2013-08-07 10:00:00,13.60852,76.99434
547,2013-04-10 08:00:00,2013-04-10 09:00:00,2013-04-10 08:00:00,13.75421,76.98131
548,2013-01-02 02:00:00,2013-01-02 03:00:00,2013-01-02 02:00:00,13.75009,77.0065
549,2013-12-04 09:00:00,2013-12-04 10:00:00,2013-12-04 09:00:00,13.60964,77.03206
550,2013-11-10 17:00:00,2013-11-10 18:00:00,2013-11-10 17:00:00,13.68771,77.35471
551,2013-02-04 04:00:00,2013-02-04 05:00:00,2013-02-04 04:00:00,13.74913,77.27727
552,2013-04-03 20:00:00,2013-04-03 21:00:00,2013-04-03 20:00:00,13.41895,76.97585
553,2013-01-22 17:00:00,2013-01-22 18:00:00,2013-01-22 17:00:00,13.84539,76.9286
554,2013-01-28 19:00:00,2013-01-28 20:00:00,2013-01-28 19:00:00,13.30892,77.15167
555,2013-10-02 13:00:00,2013-10-02 14:00:00,2013-10-02 13:00:00,13.70247,76.78706
556,2013-06-08 15:00:00,2013-06-08 16:00:00,2013-06-08 15:00:00,13.73607,77.21868
557,2013-06-07 20:00:00,2013-06-07 21:00:00,2013-06-07 20:00:00,13.75205,76.97945
558,2013-06-15 19:00:00,2013-06-15 20:00:00,2013-06-15 19:00:00,13.33627,76.9581
559,2013-08-01 14:00:00,2013-08-01 15:00:00,2013-08-01 14:00:00,13.54129,76.89087
560,2013-10-17 12:00:00,2013-10-17 13:00:00,2013-10-17 12:00:00,13.56567,76.71372
561,2013-08-16 17:00:00,2013-08-16 18:00:00,2013-08-16 17:00:00,13.54329,77.12351
562,2013-05-09 10:00:00,2013-05-09 11:00:00,2013-05-09 10:00:00,12.60256,77.37145
563,2013-09-28 12:00:00,2013-09-28 13:00:00,2013-09-28 12:00:00,12.93235,77.31099
564,2013-02-01 19:00:00,2013-02-01 20:00:00,2013-02-01 19:00:00,12.72034,77.06011
565,2013-01-14 22:00:00,2013-01-14 23:00:00,2013-01-14 22:00:00,12.79441,77.2051
566,2013-04-09 09:00:00,2013-04-09 10:00:00,2013-04-09 09:00:00,12.88794,77.47484
567,2013-11-09 00:00:00,2013-11-09 01:00:00,2013-11-09 00:00:00,12.74566,77.41074
568,2013-02-19 17:00:00,2013-02-19 18:00:00,2013-02-19 17:00:00,12.74039,77.62294
569,2013-07-15 22:00:00,2013-07-15 23:00:00,2013-07-15 22:00:00,12.8856,77.18636
570,2013-05-27 13:00:00,2013-05-27 14:00:00,2013-05-27 13:00:00,12.95835,77.26158
571,2013-05-21 00:00:00,2013-05-21 01:00:00,2013-05-21 00:00:00,12.88693,77.50725
572,2013-06-21 18:00:00,2013-06-21 19:00:00,2013-06-21 18:00:00,13.13456,77.10103
573,2013-02-17 17:00:00,2013-02-17 18:00:00,2013-02-17 17:00:00,12.54728,77.33007
574,2013-08-11 22:00:00,2013-08-11 23:00:00,2013-08-11 22:00:00,12.60738,77.19635
575,2013-07-03 18:00:00,2013-07-03 19:00:00,2013-07-03 18:00:00,12.57663,77.52102
576,2013-06-05 16:00:00,2013-06-05 17:00:00,2013-06-05 16:00:00,12.66243,77.55199
577,2013-02-05 03:00:00,2013-02-05 04:00:00,2013-02-05 03:00:00,12.87713,77.47627
578,2013-01-21 10:00:00,2013-01-21 11:00:00,2013-01-21 10:00:00,12.74992,77.28531
579,2013-01-07 09:00:00,2013-01-07 10:00:00,2013-01-07 09:00:00,12.78818,77.50223
580,2013-06-09 12:00:00,2013-06-09 13:00:00,2013-06-09 12:00:00,12.58312,77.4626
581,2013-01-21 13:00:00,2013-01-21 14:00:00,2013-01-21 13:00:00,12.61897,77.17033
582,2013-01-02 18:00:00,2013-01-02 19:00:00,2013-01-02 18:00:00,12.28279,76.8156
583,2013-07-18 20:00:00,2013-07-18 21:00:00,2013-07-18 20:00:00,12.76115,76.75585
584,2013-08-12 13:00:00,2013-08-12 14:00:00,2013-08-12 13:00:00,12.594,76.72082
585,2013-12-06 16:00:00,2013-12-06 17:00:00,2013-12-06 16:00:00,12.70815,76.64254
586,2013-11-23 19:00:00,2013-11-23 20:00:00,2013-11-23 19:00:00,12.62773,76.63045
587,2013-09-26 21:00:00,2013-09-26 22:00:00,2013-09-26 21:00:00,12.6538,76.86671
588,2013-12-20 13:00:00,2013-12-20 14:00:00,2013-12-20 13:00:00,12.535,76.96139
589,2013-01-13 15:00:00,2013-01-13 16:00:00,2013-01-13 15:00:00,12.76373,76.85523
590,2013-07-04 10:00:00,2013-07-04 11:00:00,2013-07-04 10:00:00,12.66788,76.81614
591,2013-10-11 01:00:00,2013-10-11 02:00:00,2013-10-11 01:00:00,12.36576,76.91903
592,2013-03-05 06:00:00,2013-03-05 07:00:00,2013-03-05 06:00:00,12.56072,76.42403
593,2013-11-12 05:00:00,2013-11-12 06:00:00,2013-11-12 05:00:00,12.39627,76.84094
594,2013-04-05 01:00:00,2013-04-05 02:00:00,2013-04-05 01:00:00,12.50171,77.0627
595,2013-03-28 08:00:00,2013-03-28 09:00:00,2013-03-28 08:00:00,12.26683,76.79102
596,2013-08-20 21:00:00,2013-08-20 22:00:00,2013-08-20 21:00:00,12.76559,76.751
597,2013-09-20 11:00:00,2013-09-20 12:00:00,2013-09-20 11:00:00,12.52023,76.93226
598,2013-10-17 21:00:00,2013-10-17 22:00:00,2013-10-17 21:00:00,12.63496,77.17307
599,2013-11-22 11:00:00,2013-11-22 12:00:00,2013-11-22 11:00:00,12.45515,76.96376
600,2013-12-09 13:00:00,2013-12-09 14:00:00,2013-12-09 13:00:00,12.74583,76.73771
601,2013-07-07 16:00:00,2013-07-07 17:00:00,2013-07-07 16:00:00,12.53964,77.26074
602,2013-01-18 19:00:00,2013-01-18 20:00:00,2013-01-18 19:00:00,12.25933,76.45323
603,2013-12-10 11:00:00,2013-12-10 12:00:00,2013-12-10 11:00:00,12.37464,76.46806
604,2013-06-09 10:00:00,2013-06-09 11:00:00,2013-06-09 10:00:00,12.15276,76.57423
605,2013-07-09 08:00:00,2013-07-09 09:00:00,2013-07-09 08:00:00,12.31983,76.48677
606,2013-02-03 17:00:00,2013-02-03 18:00:00,2013-02-03 17:00:00,12.2672,76.43579
607,2013-01-13 16:00:00,2013-01-13 17:00:00,2013-01-13 16:00:00,12.28241,76.59893
608,2013-08-22 15:00:00,2013-08-22 16:00:00,2013-08-22 15:00:00,12.2545,76.35895
609,2013-02-20 20:00:00,2013-02-20 21:00:00,2013-02-20 20:00:00,12.37858,76.47216
610,2013-07-15 10:00:00,2013-07-15 11:00:00,2013-07-15 10:00:00,12.21346,76.41111
611,2013-05-12 04:00:00,2013-05-12 05:00:00,2013-05-12 04:00:00,12.33663,76.37839
612,2013-05-12 17:00:00,2013-05-12 18:00:00,2013-05-12 17:00:00,12.43232,76.62187
613,2013-04-03 08:00:00,2013-04-03 09:00:00,2013-04-03 08:00:00,12.15369,76.47504
614,2013-03-22 10:00:00,2013-03-22 11:00:00,2013-03-22 10:00:00,12.18382,76.56383
615,2013-01-14 10:00:00,2013-01-14 11:00:00,2013-01-14 10:00:00,12.10716,76.57602
616,2013-12-13 13:00:00,2013-12-13 14:00:00,2013-12-13 13:00:00,12.12363,76.63086
617,2013-07-19 22:00:00,2013-07-19 23:00:00,2013-07-19 22:00:00,12.28711,76.72652
618,2013-03-10 09:00:00,2013-03-10 10:00:00,2013-03-10 09:00:00,12.40124,76.54552
619,2013-08-04 20:00:00,2013-08-04 21:00:00,2013-08-04 20:00:00,12.23466,76.69318
620,2013-08-26 08:00:00,2013-08-26 09:00:00,2013-08-26 08:00:00,11.8726,76.67696
621,2013-03-05 23:00:00,2013-03-05 23:00:00,2013-03-05 23:00:00,12.22689,76.4327
622,2013-10-07 17:00:00,2013-10-07 18:00:00,2013-10-07 17:00:00,16.51605,76.11535
623,2013-10-19 22:00:00,2013-10-19 23:00:00,2013-10-19 22:00:00,16.89183,76.098
624,2013-01-03 00:00:00,2013-01-03 01:00:00,2013-01-03 00:00:00,16.91656,75.8387
625,2013-07-18 22:00:00,2013-07-18 23:00:00,2013-07-18 22:00:00,16.86001,75.86099
626,2013-03-12 09:00:00,2013-03-12 10:00:00,2013-03-12 09:00:00,17.17838,76.17314
627,2013-11-20 07:00:00,2013-11-20 08:00:00,2013-11-20 07:00:00,16.8634,76.02544
628,2013-07-07 19:00:00,2013-07-07 20:00:00,2013-07-07 19:00:00,16.98561,76.15341
629,2013-11-12 00:00:00,2013-11-12 01:00:00,2013-11-12 00:00:00,16.77665,75.82641
630,2013-09-27 10:00:00,2013-09-27 11:00:00,2013-09-27 10:00:00,16.83494,75.98008
631,2013-07-01 19:00:00,2013-07-01 20:00:00,2013-07-01 19:00:00,17.00454,75.98121
632,2013-09-19 20:00:00,2013-09-19 21:00:00,2013-09-19 20:00:00,17.01313,75.81344
633,2013-06-13 15:00:00,2013-06-13 16:00:00,2013-06-13 15:00:00,16.75418,75.9271
634,2013-01-22 23:00:00,2013-01-22 23:00:00,2013-01-22 23:00:00,16.74868,75.94138
635,2013-04-20 11:00:00,2013-04-20 12:00:00,2013-04-20 11:00:00,16.92627,75.8949
636,2013-11-13 19:00:00,2013-11-13 20:00:00,2013-11-13 19:00:00,16.9505,76.04301
637,2013-07-22 23:00:00,2013-07-22 23:00:00,2013-07-22 23:00:00,16.74777,75.94459
638,2013-05-07 15:00:00,2013-05-07 16:00:00,2013-05-07 15:00:00,16.59257,76.13076
639,2013-03-01 14:00:00,2013-03-01 15:00:00,2013-03-01 14:00:00,16.91979,75.73379
640,2013-10-04 00:00:00,2013-10-04 01:00:00,2013-10-04 00:00:00,16.88239,76.09003
641,2013-05-19 10:00:00,2013-05-19 11:00:00,2013-05-19 10:00:00,16.92585,76.1139
